Protein,Len,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,LogFoldChange,Zstatistic
lcl|c233596_g1_i1|m.18749,391,6,5,3,4,4,0,1,3,2,5,2,2,2,3,2,1,1,2,3,1,-0.585,-2.0742
lcl|c233606_g5_i2|m.18764,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,-0.0054
lcl|c233647_g1_i1|m.18818,1166,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.011,0.0236
lcl|c233650_g1_i7|m.18822,194,1,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,0,1,1,1,-0.277,-0.6491
lcl|c233661_g2_i3|m.18841,210,19,0,0,0,15,16,0,2,0,18,0,1,26,14,15,0,14,0,0,0,-0.021,-0.1274
lcl|c233679_g3_i13|m.18855,228,2,2,2,2,4,1,2,3,1,3,1,1,1,2,2,2,0,0,0,1,-0.542,-1.5325
lcl|c233729_g4_i2|m.18908,550,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,1,0.069,0.1589
lcl|c233739_g1_i1|m.18926,229,1,2,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.208,-0.5027
lcl|c233739_g3_i1|m.18931,617,3,11,9,7,7,10,14,10,7,9,0,0,0,0,0,0,0,0,0,0,-2.208,-6.983
lcl|c233761_g2_i1|m.18976,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.0337
lcl|c233765_g2_i1|m.18981,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,-0.0038
lcl|c233766_g4_i1|m.18988,173,15,18,24,30,65,13,41,26,23,72,17,31,13,78,49,27,10,21,19,17,-0.152,-1.9809
lcl|c233767_g1_i3|m.18989,165,51,46,33,49,44,37,47,55,34,43,35,27,36,26,22,24,22,15,26,26,-0.523,-6.7126
lcl|c233774_g10_i1|m.19002,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012,-0.028
lcl|c233784_g1_i2|m.19012,502,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.012,0.0267
lcl|c233811_g4_i2|m.19026,746,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.007,0.0156
lcl|c233817_g1_i1|m.19030,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001
lcl|c233818_g2_i6|m.19032,101,8,3,10,6,13,8,7,5,2,11,3,0,1,2,1,1,1,1,0,0,-1.746,-6.0025
lcl|c233837_g1_i4|m.19057,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012,-0.0276
lcl|c233840_g3_i1|m.19060,338,1,2,1,1,1,2,1,1,0,1,0,0,0,1,0,0,0,1,2,0,-0.087,-0.1951
lcl|c233848_g8_i1|m.19070,239,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.001,0.003
lcl|c233873_g4_i1|m.19119,583,3,1,5,1,9,5,2,3,2,6,4,4,3,1,4,2,0,1,2,0,-0.487,-1.8111
lcl|c233905_g2_i1|m.19151,172,5,7,11,12,17,11,4,11,4,9,3,5,4,5,4,2,4,3,1,2,-1.031,-5.1588
lcl|c233922_g1_i2|m.19174,1172,2,1,1,2,2,3,2,0,3,5,4,1,0,1,2,2,0,2,2,0,-0.262,-0.8136
lcl|c233934_g1_i3|m.19215,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017,-0.0392
lcl|c233948_g1_i2|m.19238,365,8,2,11,9,6,8,7,10,2,10,1,6,6,4,6,4,5,2,2,5,-0.577,-2.9197
lcl|c233953_g2_i3|m.19243,141,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.014,0.0296
lcl|c233954_g6_i2|m.19250,270,1,2,4,3,3,2,0,2,1,3,2,0,0,1,2,1,0,0,1,0,-0.612,-1.6425
lcl|c233968_g2_i12|m.19271,200,0,2,3,2,1,2,2,3,1,0,1,0,0,0,1,1,0,0,0,0,-0.61,-1.4896
lcl|c233968_g6_i1|m.19272,118,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.219,-0.5107
lcl|c233989_g1_i3|m.19288,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032,-0.0738
lcl|c234004_g4_i3|m.19315,477,2,2,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,-0.268,-0.607
lcl|c234041_g5_i1|m.19364,124,6,5,6,2,5,6,6,5,8,6,5,6,5,8,6,9,8,8,9,8,0.267,1.5112
lcl|c234054_g3_i2|m.19385,336,51,63,44,65,73,53,54,77,42,76,84,62,47,63,55,42,39,43,55,57,-0.086,-1.5986
lcl|c234060_g2_i2|m.19387,328,3,3,4,5,3,2,4,4,2,5,2,2,1,2,2,2,1,1,3,3,-0.634,-2.3242
lcl|c234075_g1_i1|m.19400,239,3,1,3,1,2,5,5,4,1,5,2,0,0,0,0,0,0,0,3,2,-0.78,-2.3505
lcl|c234077_g1_i1|m.19404,690,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051,-0.1216
lcl|c234077_g1_i2|m.19407,606,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031,-0.0642
lcl|c234080_g1_i1|m.19410,449,3,2,0,1,2,3,0,1,1,0,0,1,0,0,1,0,1,0,1,0,-0.461,-1.2514
lcl|c234080_g1_i8|m.19412,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038,-0.0808
lcl|c234082_g2_i6|m.19416,452,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.023,0.053
lcl|c234108_g1_i2|m.19454,303,3,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,0,-0.092,-0.2174
lcl|c234114_g3_i3|m.19475,628,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.002,-0.0033
lcl|c234120_g6_i1|m.19489,165,7,3,2,2,4,7,7,0,5,4,3,1,4,2,2,0,4,4,3,3,-0.455,-1.7331
lcl|c234134_g6_i1|m.19522,261,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.025,0.0528
lcl|c234140_g5_i2|m.19531,617,0,0,0,1,1,0,0,1,0,0,3,0,0,0,0,1,1,0,1,2,0.294,0.6452
lcl|c234163_g1_i1|m.19560,428,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.0348
lcl|c234177_g2_i1|m.19581,206,1,0,3,1,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,-0.359,-0.8245
lcl|c234209_g3_i1|m.19613,100,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0.08,0.175
lcl|c234222_g6_i3|m.19630,584,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-0.113,-0.2551
lcl|c234277_g5_i1|m.19677,435,4,3,2,0,1,8,1,1,3,3,2,1,1,1,0,0,2,0,1,2,-0.778,-2.327
lcl|c234322_g7_i1|m.19718,538,2,1,0,1,0,0,0,1,0,1,2,2,2,1,1,3,1,1,2,1,0.397,1.0768
lcl|c234352_g2_i1|m.19757,349,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.035,0.073
lcl|c234380_g5_i3|m.19780,403,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0.166,0.3848
lcl|c234390_g2_i1|m.19785,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0006
lcl|c234391_g1_i4|m.19790,185,0,1,1,0,0,1,1,0,0,0,1,1,2,0,0,1,2,0,1,0,0.222,0.5102
lcl|c234421_g4_i7|m.19822,540,2,4,9,10,4,5,2,6,2,14,4,4,3,1,5,4,1,2,0,0,-0.8,-3.3904
lcl|c234439_g3_i1|m.19847,659,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.0838
lcl|c234442_g1_i3|m.19849,596,1,0,0,1,1,1,2,1,0,1,0,1,1,0,0,1,1,1,4,1,0.175,0.4271
lcl|c234446_g3_i2|m.19850,138,3,3,4,7,5,6,4,6,1,8,1,0,0,0,0,0,1,0,1,2,-1.485,-4.3832
lcl|c234480_g1_i1|m.19869,1123,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0.003,0.0059
lcl|c234487_g2_i3|m.19886,498,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.019,0.0402
lcl|c234511_g2_i1|m.19914,150,1,1,0,2,2,0,0,1,1,2,0,0,2,2,2,2,0,0,0,1,0.081,0.2058
lcl|c234533_g4_i3|m.19947,238,32,31,30,39,37,32,44,46,26,42,31,32,24,31,28,25,26,25,30,25,-0.257,-3.4993
lcl|c234544_g3_i6|m.19962,411,6,4,6,4,9,8,4,5,3,5,2,1,2,0,1,2,2,1,2,1,-1.315,-4.3362
lcl|c234579_g2_i6|m.20008,462,4,4,4,8,7,4,3,4,2,9,3,1,1,2,3,1,1,2,3,0,-1.018,-3.4933
lcl|c234620_g1_i3|m.20041,1301,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.006,0.0138
lcl|c234626_g4_i3|m.20042,463,29,19,28,21,23,19,18,27,16,33,12,20,16,18,16,16,12,12,12,14,-0.455,-4.3691
lcl|c234626_g5_i4|m.20044,154,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,-0.112,-0.23
lcl|c234643_g1_i1|m.20065,326,5,3,7,6,7,3,3,4,4,3,14,11,2,7,10,9,7,7,9,5,0.574,3.1469
lcl|c234643_g1_i12|m.20068,232,7,11,7,10,14,12,5,8,9,15,14,11,12,18,11,13,13,12,9,11,0.245,1.8768
lcl|c234643_g1_i2|m.20073,218,10,7,10,11,16,8,6,8,9,9,20,35,11,27,18,26,22,20,16,16,0.813,6.94
lcl|c234643_g1_i6|m.20078,228,1,3,7,3,5,2,3,3,2,4,11,2,2,2,7,4,2,2,5,2,0.161,0.6553
lcl|c234643_g1_i7|m.20081,227,9,4,9,8,9,4,7,5,4,4,15,13,7,8,11,10,6,8,11,5,0.414,2.5981
lcl|c234655_g3_i2|m.20090,332,1,1,0,1,2,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,-0.092,-0.1981
lcl|c234657_g3_i4|m.20097,120,1,1,1,1,2,1,1,2,1,1,2,1,1,3,0,3,1,1,0,1,0.231,0.5894
lcl|c234687_g2_i2|m.20139,137,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.0591
lcl|c234705_g1_i1|m.20159,349,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-0.011,-0.0223
lcl|c234712_g2_i1|m.20167,759,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.072,-0.1746
lcl|c234733_g4_i1|m.20188,177,2,0,0,2,0,3,2,2,0,0,0,7,2,0,0,3,1,1,2,3,0.31,0.9965
lcl|c234733_g4_i3|m.20189,178,0,0,0,1,0,1,0,1,0,0,0,4,0,0,0,0,1,0,0,1,0.288,0.6966
lcl|c234738_g1_i1|m.20193,257,3,3,3,3,3,3,3,3,3,3,5,5,4,3,1,6,2,4,4,4,0.252,1.0308
lcl|c234738_g1_i3|m.20194,257,17,16,9,18,12,10,10,16,10,10,5,11,10,6,5,13,4,12,4,8,-0.5,-3.5977
lcl|c234783_g2_i5|m.20249,165,10,2,6,5,8,4,2,16,6,14,0,0,0,0,0,0,0,0,0,0,-2.006,-5.9074
lcl|c234783_g2_i6|m.20250,164,10,2,6,5,8,4,2,16,6,14,0,0,0,0,0,0,0,0,0,0,-2.031,-5.9224
lcl|c234788_g2_i3|m.20258,307,4,2,3,3,2,2,1,3,1,6,5,4,3,3,4,4,2,2,1,1,0.087,0.3119
lcl|c234789_g3_i1|m.20259,783,6,4,5,2,4,2,9,5,1,9,6,2,0,2,1,1,0,0,3,0,-0.923,-3.3338
lcl|c234838_g1_i12|m.20324,840,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.0104
lcl|c234851_g1_i2|m.20336,428,5,0,0,0,2,2,3,0,1,1,2,0,2,1,2,0,2,1,2,2,-0.139,-0.405
lcl|c234864_g8_i3|m.20357,101,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.109,-0.2521
lcl|c234867_g1_i1|m.20362,1625,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.01,-0.0217
lcl|c234869_g3_i5|m.20367,753,1,1,5,1,2,2,3,2,3,1,0,0,1,0,1,1,1,1,1,0,-0.729,-1.9776
lcl|c234891_g1_i3|m.20389,296,2,1,4,2,2,1,1,1,0,3,0,0,1,0,0,0,0,1,0,0,-0.632,-1.4709
lcl|c234898_g1_i3|m.20394,504,1,1,2,1,1,4,4,0,1,0,0,3,4,1,4,1,4,3,4,3,0.538,1.8696
lcl|c234903_g3_i2|m.20397,465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.027,-0.0638
lcl|c234912_g2_i1|m.20410,478,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,1,-0.107,-0.2423
lcl|c234934_g3_i3|m.20432,882,61,61,49,66,63,64,64,69,41,60,44,41,48,40,39,37,48,46,45,39,-0.34,-5.2217
lcl|c234955_g3_i3|m.20445,340,16,22,35,24,18,12,30,25,15,22,3,0,0,0,0,0,0,0,1,0,-2.918,-9.5691
lcl|c235036_g1_i1|m.20514,319,11,10,15,14,12,7,14,5,5,8,11,8,13,8,13,10,10,8,11,8,-0.022,-0.1633
lcl|c235052_g1_i4|m.20524,324,1,0,2,1,1,0,0,0,1,1,2,0,1,2,1,0,0,0,0,1,0.095,0.2221
lcl|c235079_g5_i3|m.20543,326,1,0,2,1,0,0,0,0,0,1,2,4,1,1,2,2,1,1,1,1,0.393,0.9582
lcl|c235089_g1_i3|m.20552,1227,7,2,6,2,5,4,5,2,3,5,5,5,6,6,4,1,2,2,5,5,0.002,0.0086
lcl|c235095_g3_i4|m.20556,353,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-0.107,-0.2344
lcl|c235115_g6_i1|m.20588,219,2,1,1,1,0,2,3,1,4,2,2,2,2,1,1,2,2,3,2,2,0.059,0.1802
lcl|c235126_g4_i1|m.20601,207,12,10,5,10,7,9,15,16,4,1,20,16,15,0,13,20,7,15,24,10,0.475,3.4018
lcl|c235184_g7_i1|m.20675,237,6,3,4,5,9,8,5,7,0,8,4,4,3,1,3,3,4,3,5,2,-0.567,-2.6704
lcl|c235213_g4_i11|m.20710,332,2,1,2,2,5,1,6,4,1,1,3,6,1,1,3,3,1,0,7,1,0.055,0.2058
lcl|c235237_g2_i1|m.20732,158,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.022,0.0495
lcl|c235239_g6_i4|m.20736,325,4,2,1,1,3,2,4,2,0,2,1,2,4,1,4,0,2,1,4,0,-0.042,-0.1304
lcl|c235240_g3_i2|m.20738,383,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0.027,0.0594
lcl|c235253_g1_i1|m.20757,476,7,2,6,2,3,5,0,1,3,5,7,2,4,8,7,5,7,4,3,3,0.356,1.5395
lcl|c235253_g1_i1|m.20758,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.002,-0.0053
lcl|c235256_g4_i2|m.20763,226,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0.111,0.2466
lcl|c235267_g2_i2|m.20774,223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039,-0.0888
lcl|c235276_g3_i3|m.20780,289,0,2,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.342,-0.8231
lcl|c235283_g6_i2|m.20781,262,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.22,-0.4635
lcl|c235294_g4_i1|m.20789,281,1,2,1,1,2,1,2,1,0,2,2,0,0,2,1,0,0,0,1,1,-0.152,-0.3827
lcl|c235326_g4_i1|m.20819,323,0,3,1,4,2,1,3,1,0,1,1,2,1,2,0,2,1,1,1,0,-0.307,-0.8941
lcl|c235389_g5_i2|m.20890,215,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.033,-0.0708
lcl|c235399_g7_i4|m.20891,707,6,5,5,5,5,4,3,3,5,5,2,7,4,4,3,2,4,2,3,4,-0.264,-1.1788
lcl|c235406_g4_i1|m.20900,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.021,-0.047
lcl|c235441_g4_i6|m.20931,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.022,-0.0496
lcl|c235446_g2_i1|m.20934,532,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,4,1,2,1,1,0.419,1.0316
lcl|c235463_g4_i2|m.20952,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.01,0.0217
lcl|c235481_g2_i1|m.20956,146,11,7,10,11,13,11,9,15,5,13,4,7,4,6,7,5,5,5,7,6,-0.636,-3.7501
lcl|c235488_g3_i10|m.20959,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.0296
lcl|c235506_g6_i4|m.20981,174,2,5,8,6,2,0,5,11,4,6,8,11,2,6,5,1,1,4,4,3,-0.121,-0.5702
lcl|c235513_g2_i1|m.20994,244,6,5,7,4,6,5,3,6,4,6,4,4,5,5,2,0,1,2,2,2,-0.631,-2.6995
lcl|c235526_g4_i1|m.21004,289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.0163
lcl|c235529_g1_i1|m.21016,271,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.088,-0.1893
lcl|c235548_g1_i1|m.21054,503,1,1,1,2,3,1,1,2,0,2,5,2,4,4,1,2,1,4,0,1,0.532,1.6758
lcl|c235551_g1_i10|m.21061,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.001,0.0019
lcl|c235585_g2_i7|m.21110,173,2,2,1,2,4,2,3,4,0,2,0,1,2,1,2,1,2,1,2,1,-0.494,-1.3689
lcl|c235619_g2_i4|m.21138,294,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.019,0.0422
lcl|c235627_g4_i3|m.21149,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.017,0.0352
lcl|c235627_g4_i5|m.21151,307,2,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,-0.109,-0.244
lcl|c235649_g2_i5|m.21175,789,2,2,3,2,3,2,1,4,2,2,2,1,1,2,3,1,2,2,2,2,-0.24,-0.7681
lcl|c235651_g1_i2|m.21178,1951,2,1,1,2,2,4,3,2,1,3,1,0,0,0,0,0,0,0,0,0,-0.783,-1.8985
lcl|c235690_g8_i1|m.21219,229,1,0,1,2,2,1,1,1,0,0,2,1,2,1,0,2,0,0,2,2,0.249,0.6005
lcl|c235712_g3_i3|m.21245,216,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.047,0.1068
lcl|c235716_g1_i3|m.21260,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.0158
lcl|c235722_g2_i1|m.21267,607,3,1,1,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-0.432,-0.9819
lcl|c235735_g2_i4|m.21279,429,27,33,37,37,37,36,35,23,21,34,31,23,27,35,35,30,31,24,42,21,-0.068,-0.8839
lcl|c235743_g4_i1|m.21296,156,7,8,10,6,10,6,11,13,3,10,7,6,3,6,6,5,4,5,7,6,-0.425,-2.5093
lcl|c235757_g3_i5|m.21305,1487,22,18,24,18,36,32,11,16,14,31,13,11,11,16,9,13,10,5,9,16,-0.681,-5.9674
lcl|c235769_g7_i2|m.21324,127,6,3,2,6,1,2,1,1,2,2,11,12,14,23,13,30,10,20,7,11,1.76,8.6764
lcl|c235850_g2_i3|m.21382,245,2,4,0,1,1,1,2,1,1,1,1,1,1,0,1,0,1,2,1,1,-0.341,-0.8126
lcl|c235859_g3_i1|m.21391,277,0,0,3,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,-0.167,-0.3948
lcl|c235861_g2_i5|m.21394,663,3,1,4,7,8,5,5,8,3,10,3,8,5,9,8,6,3,5,3,4,-0.009,-0.0479
lcl|c235877_g4_i2|m.21429,266,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.015,-0.0338
lcl|c235901_g3_i2|m.21452,401,56,50,36,64,66,58,44,64,31,50,56,52,50,75,54,53,51,48,49,48,0.036,0.5867
lcl|c235937_g3_i1|m.21493,157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,-0.005,-0.0108
lcl|c235959_g6_i1|m.21503,506,10,11,10,12,5,4,3,10,7,12,7,5,6,5,4,5,3,4,4,3,-0.602,-3.1142
lcl|c235993_g2_i2|m.21545,397,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,1,1,0,2,0,0.194,0.4335
lcl|c236024_g3_i2|m.21588,305,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.116,-0.2665
lcl|c236035_g1_i2|m.21599,105,13,15,14,19,14,14,14,13,13,17,10,6,7,8,8,7,7,6,8,10,-0.638,-4.8402
lcl|c236044_g2_i2|m.21614,319,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,-0.021,-0.0456
lcl|c236087_g2_i1|m.21666,476,2,3,3,7,20,21,14,4,2,7,5,5,0,1,2,1,0,0,1,0,-1.485,-6.0854
lcl|c236101_g5_i2|m.21702,556,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.003,-0.0059
lcl|c236109_g5_i1|m.21715,404,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.0491
lcl|c236114_g1_i1|m.21718,518,1,1,1,1,1,2,0,1,0,0,2,1,1,1,1,1,1,1,0,0,0.003,0.0062
lcl|c236120_g2_i1|m.21731,136,3,1,2,3,3,2,0,0,1,1,4,4,3,2,3,3,0,0,0,1,0.236,0.7847
lcl|c236131_g3_i3|m.21740,892,3,2,3,1,4,4,1,4,1,4,3,3,2,3,2,2,2,2,2,2,-0.182,-0.6434
lcl|c236134_g1_i2|m.21741,1203,2,1,3,3,3,3,3,2,0,6,4,2,1,0,1,0,2,0,1,0,-0.601,-1.7473
lcl|c236135_g4_i5|m.21746,242,0,0,0,0,2,0,1,2,0,1,0,1,0,1,1,0,1,0,2,0,-0.1,-0.2338
lcl|c236138_g1_i1|m.21748,107,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.0657
lcl|c236172_g4_i2|m.21786,103,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,2,0.086,0.1874
lcl|c236174_g2_i1|m.21787,697,2,3,2,2,3,3,2,2,2,4,2,0,1,2,2,0,0,0,0,0,-0.663,-1.9772
lcl|c236181_g1_i10|m.21804,211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014,-0.0326
lcl|c236181_g1_i2|m.21806,301,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.0367
lcl|c236194_g2_i2|m.21820,409,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.029,0.0683
lcl|c236195_g2_i1|m.21821,441,1,3,1,3,2,1,3,0,1,0,1,0,2,0,1,4,1,2,3,2,0.06,0.1767
lcl|c236195_g2_i4|m.21823,416,1,3,1,3,3,1,3,0,0,0,0,0,1,0,3,4,1,2,3,2,0.056,0.1579
lcl|c236195_g4_i1|m.21828,433,1,2,1,2,0,1,3,0,0,0,0,0,1,1,1,2,1,2,3,1,0.015,0.0406
lcl|c236195_g4_i2|m.21830,418,1,2,1,1,0,1,4,0,0,0,0,0,1,1,1,2,2,1,2,1,-0.089,-0.2238
lcl|c236210_g3_i1|m.21846,196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.007,0.0152
lcl|c236234_g4_i10|m.21877,731,0,1,3,0,1,0,1,0,3,0,2,1,0,0,0,1,0,0,3,2,-0.015,-0.0377
lcl|c236239_g1_i2|m.21882,883,5,3,3,3,3,3,3,2,2,3,3,2,3,2,2,2,3,2,3,2,-0.216,-0.7999
lcl|c236239_g1_i8|m.21884,788,2,2,2,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,3,0.203,0.6168
lcl|c236250_g3_i7|m.21896,439,11,14,13,14,13,9,12,9,7,8,13,10,5,8,7,9,4,8,12,9,-0.256,-1.7033
lcl|c236256_g2_i1|m.21902,422,10,2,5,2,3,4,4,2,2,3,2,0,2,1,2,0,0,0,1,2,-0.992,-3.1511
lcl|c236282_g6_i1|m.21951,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.0852
lcl|c236286_g4_i1|m.21959,624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.008,0.0182
lcl|c236343_g4_i7|m.22015,802,2,2,2,1,2,2,2,0,1,1,0,0,1,1,1,0,1,1,1,1,-0.507,-1.2575
lcl|c236351_g2_i1|m.22019,166,3,2,2,3,5,2,2,4,0,2,1,2,1,0,1,0,1,0,1,1,-0.883,-2.3707
lcl|c236356_g1_i1|m.22029,469,1,0,0,0,2,0,2,1,0,0,1,2,1,1,0,1,0,1,1,0,-0.098,-0.2271
lcl|c236360_g3_i2|m.22033,110,1,1,1,3,1,1,1,1,1,2,2,2,2,1,2,1,2,1,3,0,0.25,0.6603
lcl|c236389_g1_i1|m.22061,391,1,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.131,-0.2791
lcl|c236395_g1_i2|m.22070,344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0.1154
lcl|c236415_g5_i1|m.22087,393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.015,0.0343
lcl|c236416_g2_i2|m.22088,285,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.059,-0.1356
lcl|c236445_g2_i1|m.22123,532,1,0,1,0,2,2,1,1,1,2,1,0,0,1,0,0,1,1,0,1,-0.226,-0.524
lcl|c236464_g2_i2|m.22142,188,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0.005,0.0101
lcl|c236486_g1_i1|m.22162,1367,5,4,5,8,7,4,10,3,3,2,2,0,2,0,0,4,1,0,7,1,-0.897,-3.6213
lcl|c236496_g1_i1|m.22170,143,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.027,-0.0575
